Product_ID,Category,Size,Color,Price,Rating,Launch_Date,Trending_Score,Weather,Event_Type,Url_Image
PROD2118,Jacket,M,Blue,2193651.41,3.93,2023-04-30,0.41,Snowy,Wedding,Final Product 1602-3201/PROD2118.jpg
PROD1862,Suit,XXL,Red,1186634.47,4.19,2021-12-21,0.09,Rainy,Sports Event,Final Product 1602-3201/PROD1862.jpg
PROD3791,Skirt,M,White,1794010.05,4.27,2023-07-14,0.93,Cloudy,Sports Event,Final Product 1602-3201/PROD3791.jpg
PROD1070,Dress,M,Yellow,1496133.32,3.5,2021-02-06,0.55,Rainy,Wedding,Final Product 1602-3201/PROD1070.jpg
PROD3846,Coat,L,Red,1058816.96,4.15,2021-06-12,0.72,Rainy,Sports Event,Final Product 1602-3201/PROD3846.jpg
PROD3221,Suit,XL,White,875778.96,4.07,2022-02-28,0.5,Rainy,Casual Hangout,Final Product 1602-3201/PROD3221.jpg
PROD1697,Jacket,S,Green,1996281.45,3.13,2020-01-29,0.39,Snowy,Business Meeting,Final Product 1602-3201/PROD1697.jpg
PROD4996,Skirt,M,Black,2656112.83,3.02,2024-06-28,0.7,Sunny,Casual Hangout,Final Product 1602-3201/PROD4996.jpg
PROD5589,Shirt,XL,Green,1301050.27,3.46,2023-12-29,0.29,Cloudy,Casual Hangout,Final Product 1602-3201/PROD5589.jpg
PROD1291,Shirt,L,Red,926698.42,4.23,2020-06-10,0.28,Snowy,Wedding,Final Product 1602-3201/PROD1291.jpg
PROD5139,Coat,XL,Yellow,127642.26,3.25,2023-02-18,0.63,Cloudy,Vacation,Final Product 1602-3201/PROD5139.jpg
PROD4548,Jacket,M,Green,2425760.43,3.03,2021-09-13,0.74,Cloudy,Casual Hangout,Final Product 1602-3201/PROD4548.jpg
PROD5824,Skirt,XXL,Red,899189.1,3.57,2023-02-04,0.92,Sunny,Casual Hangout,Final Product 1602-3201/PROD5824.jpg
PROD5590,Jacket,XXL,Red,742637.88,3.57,2021-02-13,0.43,Rainy,Wedding,Final Product 1602-3201/PROD5590.jpg
PROD1465,Jacket,XL,Green,1635372.96,4.45,2020-06-16,0.48,Cloudy,Business Meeting,Final Product 1602-3201/PROD1465.jpg
PROD5396,Coat,S,Red,586774.03,4.39,2024-01-17,0.95,Cloudy,Casual Hangout,Final Product 1602-3201/PROD5396.jpg
PROD1076,Coat,S,Yellow,493018.67,3.9,2021-09-03,0.38,Snowy,Sports Event,Final Product 1602-3201/PROD1076.jpg
PROD1625,Suit,L,Black,2419084.24,3.91,2024-09-25,0.64,Sunny,Casual Hangout,Final Product 1602-3201/PROD1625.jpg
PROD3660,Dress,XL,Green,2800566.72,3.32,2024-11-09,0.14,Snowy,Sports Event,Final Product 1602-3201/PROD3660.jpg
PROD5699,Skirt,S,Blue,180570.68,3.59,2022-02-19,0.63,Rainy,Business Meeting,Final Product 1602-3201/PROD5699.jpg
PROD3797,Dress,XXL,Black,494855.1,3.54,2020-03-06,0.15,Cloudy,Sports Event,Final Product 1602-3201/PROD3797.jpg
PROD4919,Jacket,M,Red,1910459.05,4.48,2021-05-26,0.95,Cloudy,Sports Event,Final Product 1602-3201/PROD4919.jpg
PROD4290,Dress,M,Yellow,1328463.68,3.29,2023-04-30,0.84,Cloudy,Sports Event,Final Product 1602-3201/PROD4290.jpg
PROD3760,Shirt,M,Blue,984346.79,4.65,2023-07-22,0.85,Rainy,Vacation,Final Product 1602-3201/PROD3760.jpg
PROD4341,Suit,XL,Blue,2852753.12,4.09,2020-10-04,0.07,Sunny,Vacation,Final Product 1602-3201/PROD4341.jpg
PROD1450,Suit,S,Green,737787.56,3.27,2023-01-26,0.24,Cloudy,Business Meeting,Final Product 1602-3201/PROD1450.jpg
PROD5432,Jacket,S,Red,2826498.33,4.06,2022-03-29,0.88,Cloudy,Casual Hangout,Final Product 1602-3201/PROD5432.jpg
PROD3702,Shirt,S,Yellow,829552.46,3.02,2021-11-12,0.02,Sunny,Wedding,Final Product 1602-3201/PROD3702.jpg
PROD2491,Suit,XL,Green,1428416.45,3.02,2021-10-02,0.75,Cloudy,Casual Hangout,Final Product 1602-3201/PROD2491.jpg
PROD2457,Coat,S,Green,1776681.72,4.71,2022-05-01,0.36,Sunny,Business Meeting,Final Product 1602-3201/PROD2457.jpg
PROD2369,Jacket,XL,Blue,1353233.23,4.72,2022-05-06,0.73,Rainy,Wedding,Final Product 1602-3201/PROD2369.jpg
PROD3689,Skirt,S,Green,2612175.61,3.53,2022-02-06,0.0,Cloudy,Vacation,Final Product 1602-3201/PROD3689.jpg
PROD3418,Shirt,M,Black,894281.54,3.47,2022-06-12,0.95,Rainy,Sports Event,Final Product 1602-3201/PROD3418.jpg
PROD1836,Shirt,S,Blue,747031.76,3.4,2020-12-07,0.63,Rainy,Casual Hangout,Final Product 1602-3201/PROD1836.jpg
PROD1556,Jacket,S,Yellow,1829509.74,3.27,2020-04-21,0.42,Snowy,Casual Hangout,Final Product 1602-3201/PROD1556.jpg
PROD1676,Suit,L,Green,453763.95,4.44,2020-09-05,0.0,Snowy,Business Meeting,Final Product 1602-3201/PROD1676.jpg
PROD3855,Skirt,XXL,White,1227821.66,3.4,2023-11-09,0.49,Cloudy,Business Meeting,Final Product 1602-3201/PROD3855.jpg
PROD2533,Jacket,M,Blue,1595805.85,4.13,2024-07-28,0.22,Sunny,Vacation,Final Product 1602-3201/PROD2533.jpg
PROD3551,Jacket,XL,White,1045383.99,4.9,2020-05-12,0.89,Cloudy,Business Meeting,Final Product 1602-3201/PROD3551.jpg
PROD4654,Dress,XL,Red,2387180.94,3.86,2021-08-26,0.29,Rainy,Wedding,Final Product 1602-3201/PROD4654.jpg
PROD1555,Coat,XL,Blue,238252.49,3.74,2022-08-29,0.87,Rainy,Wedding,Final Product 1602-3201/PROD1555.jpg
PROD5474,Coat,L,Blue,2335869.35,4.9,2021-08-06,0.8,Cloudy,Sports Event,Final Product 1602-3201/PROD5474.jpg
PROD3873,Jacket,XXL,Red,1136683.62,3.52,2023-10-21,0.38,Rainy,Vacation,Final Product 1602-3201/PROD3873.jpg
PROD5493,Skirt,S,Black,2032916.02,3.47,2021-02-26,0.94,Sunny,Wedding,Final Product 1602-3201/PROD5493.jpg
PROD4845,Shirt,XL,Blue,270567.41,4.38,2020-09-13,0.36,Sunny,Sports Event,Final Product 1602-3201/PROD4845.jpg
PROD1362,Skirt,M,Blue,2279894.2,4.08,2023-09-15,0.95,Sunny,Vacation,Final Product 1602-3201/PROD1362.jpg
PROD4494,Skirt,XXL,Green,1543860.16,4.88,2022-08-09,0.66,Cloudy,Wedding,Final Product 1602-3201/PROD4494.jpg
PROD1366,Coat,XL,Green,2469986.66,4.28,2024-07-07,0.76,Sunny,Business Meeting,Final Product 1602-3201/PROD1366.jpg
PROD5576,Jacket,M,Red,1622583.25,4.32,2022-07-20,0.8,Rainy,Business Meeting,Final Product 1602-3201/PROD5576.jpg
PROD3546,Suit,L,Green,1592941.08,4.86,2021-09-16,0.8,Snowy,Business Meeting,Final Product 1602-3201/PROD3546.jpg
PROD4122,Jacket,S,White,1225756.45,4.33,2021-03-31,0.32,Cloudy,Sports Event,Final Product 1602-3201/PROD4122.jpg
PROD4461,Shirt,L,Red,1576106.94,3.74,2022-07-28,0.34,Snowy,Vacation,Final Product 1602-3201/PROD4461.jpg
PROD3242,Skirt,L,White,1316132.7,4.19,2022-10-12,0.96,Sunny,Wedding,Final Product 1602-3201/PROD3242.jpg
PROD5781,Coat,L,Blue,1707418.04,4.3,2020-12-23,0.61,Cloudy,Sports Event,Final Product 1602-3201/PROD5781.jpg
PROD4185,Dress,S,Black,2106862.38,3.85,2023-12-04,0.87,Rainy,Casual Hangout,Final Product 1602-3201/PROD4185.jpg
PROD2788,Shirt,L,Black,1113752.7,3.85,2022-12-22,0.56,Snowy,Casual Hangout,Final Product 1602-3201/PROD2788.jpg
PROD1428,Coat,L,Green,2480818.51,4.67,2020-09-14,0.97,Sunny,Sports Event,Final Product 1602-3201/PROD1428.jpg
PROD2983,Jacket,XXL,Blue,2796021.57,4.71,2021-07-09,0.66,Cloudy,Sports Event,Final Product 1602-3201/PROD2983.jpg
PROD3454,Shirt,XXL,Black,2776539.66,3.81,2021-07-31,0.16,Rainy,Sports Event,Final Product 1602-3201/PROD3454.jpg
PROD4971,Jacket,XXL,Blue,2083724.95,3.39,2023-10-20,0.85,Sunny,Business Meeting,Final Product 1602-3201/PROD4971.jpg
PROD1981,Skirt,S,White,968001.35,3.55,2023-06-29,0.05,Snowy,Wedding,Final Product 1602-3201/PROD1981.jpg
PROD2833,Jacket,XXL,Yellow,1207583.28,4.2,2020-03-13,0.58,Snowy,Vacation,Final Product 1602-3201/PROD2833.jpg
PROD2703,Shirt,S,Black,690105.19,3.41,2022-09-06,0.6,Sunny,Business Meeting,Final Product 1602-3201/PROD2703.jpg
PROD4762,Shirt,M,Black,2583432.93,3.73,2020-12-09,0.67,Sunny,Casual Hangout,Final Product 1602-3201/PROD4762.jpg
PROD5246,Coat,XL,Green,737530.19,3.03,2022-11-06,0.19,Rainy,Sports Event,Final Product 1602-3201/PROD5246.jpg
PROD2498,Dress,XL,Red,1549139.34,3.22,2022-09-24,0.4,Snowy,Wedding,Final Product 1602-3201/PROD2498.jpg
PROD5161,Shirt,M,Yellow,1423232.05,4.07,2020-08-19,0.13,Snowy,Vacation,Final Product 1602-3201/PROD5161.jpg
PROD2196,Jacket,XXL,Red,1687476.93,3.29,2023-08-05,0.87,Snowy,Vacation,Final Product 1602-3201/PROD2196.jpg
PROD4037,Shirt,XXL,Red,1056284.98,3.84,2022-10-26,0.19,Snowy,Casual Hangout,Final Product 1602-3201/PROD4037.jpg
PROD5703,Coat,XXL,Blue,2446601.43,4.27,2022-10-26,0.81,Snowy,Wedding,Final Product 1602-3201/PROD5703.jpg
PROD5304,Skirt,L,Yellow,2037132.15,4.68,2020-05-26,0.16,Rainy,Business Meeting,Final Product 1602-3201/PROD5304.jpg
PROD4236,Suit,S,Yellow,627004.7,4.22,2020-07-06,0.07,Cloudy,Casual Hangout,Final Product 1602-3201/PROD4236.jpg
PROD2314,Suit,XXL,Green,2315003.37,4.55,2021-11-17,0.64,Rainy,Sports Event,Final Product 1602-3201/PROD2314.jpg
PROD5117,Dress,XXL,White,579023.02,3.9,2020-09-26,0.78,Sunny,Sports Event,Final Product 1602-3201/PROD5117.jpg
PROD5669,Jacket,L,Red,137386.63,4.25,2020-05-13,0.31,Rainy,Sports Event,Final Product 1602-3201/PROD5669.jpg
PROD3443,Suit,L,Black,1359433.54,3.76,2024-06-27,0.52,Cloudy,Vacation,Final Product 1602-3201/PROD3443.jpg
PROD5754,Suit,XL,Yellow,1984717.45,4.62,2024-02-02,0.21,Rainy,Casual Hangout,Final Product 1602-3201/PROD5754.jpg
PROD5808,Dress,L,Blue,2039398.93,4.72,2020-04-03,0.64,Sunny,Vacation,Final Product 1602-3201/PROD5808.jpg
PROD4598,Suit,XXL,Yellow,994456.08,3.71,2020-12-15,0.14,Rainy,Wedding,Final Product 1602-3201/PROD4598.jpg
PROD4682,Suit,XXL,Yellow,2679364.75,3.76,2023-12-03,0.57,Rainy,Vacation,Final Product 1602-3201/PROD4682.jpg
PROD2678,Shirt,L,Red,1133320.01,4.38,2020-03-15,0.99,Rainy,Casual Hangout,Final Product 1602-3201/PROD2678.jpg
PROD5916,Skirt,XXL,Black,659809.1,3.36,2024-10-09,0.2,Snowy,Casual Hangout,Final Product 1602-3201/PROD5916.jpg
PROD5805,Skirt,M,Red,1877765.9,4.83,2024-05-11,0.99,Snowy,Vacation,Final Product 1602-3201/PROD5805.jpg
PROD3767,Jacket,M,Yellow,1305509.0,3.27,2023-11-01,0.02,Cloudy,Wedding,Final Product 1602-3201/PROD3767.jpg
PROD3945,Suit,M,Black,2715920.44,4.01,2022-08-12,0.45,Cloudy,Sports Event,Final Product 1602-3201/PROD3945.jpg
PROD2175,Shirt,S,Green,2494707.12,3.78,2023-07-22,0.63,Sunny,Business Meeting,Final Product 1602-3201/PROD2175.jpg
PROD2932,Shirt,M,Black,181861.36,3.07,2023-10-06,0.6,Sunny,Sports Event,Final Product 1602-3201/PROD2932.jpg
PROD3790,Coat,M,White,434698.68,3.19,2022-07-16,0.84,Sunny,Business Meeting,Final Product 1602-3201/PROD3790.jpg
PROD2449,Dress,XL,Green,701375.31,4.58,2023-12-21,0.98,Rainy,Vacation,Final Product 1602-3201/PROD2449.jpg
PROD1038,Coat,XL,Black,2100515.27,4.24,2023-10-07,0.65,Sunny,Wedding,Final Product 1602-3201/PROD1038.jpg
PROD2511,Shirt,M,Black,951685.46,3.43,2020-11-04,0.17,Snowy,Sports Event,Final Product 1602-3201/PROD2511.jpg
PROD2943,Dress,S,Black,2441760.55,4.18,2020-03-27,0.48,Rainy,Wedding,Final Product 1602-3201/PROD2943.jpg
PROD1171,Dress,S,White,1500376.38,4.73,2023-05-03,0.09,Rainy,Wedding,Final Product 1602-3201/PROD1171.jpg
PROD4727,Skirt,S,Green,2549160.04,4.53,2020-01-24,0.71,Sunny,Sports Event,Final Product 1602-3201/PROD4727.jpg
PROD5700,Dress,M,Black,2191001.09,4.12,2022-03-07,0.52,Sunny,Business Meeting,Final Product 1602-3201/PROD5700.jpg
PROD4578,Dress,XXL,Yellow,153592.79,3.51,2023-07-26,0.71,Cloudy,Casual Hangout,Final Product 1602-3201/PROD4578.jpg
PROD4045,Shirt,XL,Black,2494916.62,4.08,2022-04-25,0.29,Cloudy,Vacation,Final Product 1602-3201/PROD4045.jpg
PROD4855,Dress,S,White,2674049.21,4.24,2020-06-16,0.35,Cloudy,Casual Hangout,Final Product 1602-3201/PROD4855.jpg
PROD4573,Coat,M,Blue,140126.44,3.63,2024-05-28,0.4,Sunny,Business Meeting,Final Product 1602-3201/PROD4573.jpg
PROD4801,Jacket,L,White,2925254.53,3.3,2020-09-08,0.75,Sunny,Sports Event,Final Product 1602-3201/PROD4801.jpg
PROD5044,Jacket,XXL,Yellow,1630808.69,3.01,2022-12-12,0.43,Snowy,Casual Hangout,Final Product 1602-3201/PROD5044.jpg
PROD2638,Dress,M,Red,2826153.29,4.65,2022-03-30,0.39,Rainy,Casual Hangout,Final Product 1602-3201/PROD2638.jpg
PROD3223,Skirt,S,Green,1465100.25,3.18,2022-05-24,0.34,Cloudy,Business Meeting,Final Product 1602-3201/PROD3223.jpg
PROD4887,Coat,M,Black,2149814.07,3.43,2024-04-12,0.73,Cloudy,Business Meeting,Final Product 1602-3201/PROD4887.jpg
PROD4515,Skirt,M,Red,670059.5,4.77,2022-04-28,0.37,Rainy,Vacation,Final Product 1602-3201/PROD4515.jpg
PROD1835,Dress,XL,White,527955.39,4.36,2020-07-29,0.47,Sunny,Wedding,Final Product 1602-3201/PROD1835.jpg
PROD2167,Dress,M,Yellow,1385165.35,4.08,2023-05-22,0.05,Snowy,Vacation,Final Product 1602-3201/PROD2167.jpg
PROD2213,Suit,XL,Blue,465300.31,3.36,2024-09-30,0.77,Rainy,Wedding,Final Product 1602-3201/PROD2213.jpg
PROD4535,Suit,M,Red,2904621.19,3.13,2021-06-25,0.94,Sunny,Sports Event,Final Product 1602-3201/PROD4535.jpg
PROD2331,Skirt,M,Yellow,2536257.21,4.73,2020-08-02,0.57,Snowy,Business Meeting,Final Product 1602-3201/PROD2331.jpg
PROD1463,Shirt,L,Green,2056740.79,3.96,2021-03-15,0.08,Snowy,Wedding,Final Product 1602-3201/PROD1463.jpg
PROD1501,Dress,L,Yellow,1223073.86,3.81,2020-10-04,0.65,Cloudy,Sports Event,Final Product 1602-3201/PROD1501.jpg
PROD4411,Skirt,XXL,Green,1044655.7,3.81,2020-03-11,0.97,Sunny,Wedding,Final Product 1602-3201/PROD4411.jpg
PROD4812,Coat,S,White,1830478.36,4.25,2024-07-02,0.95,Cloudy,Vacation,Final Product 1602-3201/PROD4812.jpg
PROD5075,Skirt,XL,Red,146377.38,4.76,2020-07-25,0.57,Sunny,Vacation,Final Product 1602-3201/PROD5075.jpg
PROD4776,Dress,XL,Green,776522.11,3.25,2021-01-28,0.32,Sunny,Sports Event,Final Product 1602-3201/PROD4776.jpg
PROD5530,Dress,L,Black,2481750.31,4.18,2021-10-12,0.98,Snowy,Vacation,Final Product 1602-3201/PROD5530.jpg
PROD4491,Skirt,XXL,Red,2685304.23,3.46,2023-04-02,0.87,Cloudy,Business Meeting,Final Product 1602-3201/PROD4491.jpg
PROD1759,Jacket,XXL,Black,609829.78,3.53,2020-04-12,0.65,Sunny,Vacation,Final Product 1602-3201/PROD1759.jpg
PROD2668,Jacket,L,Yellow,668468.71,3.19,2020-10-21,0.7,Snowy,Business Meeting,Final Product 1602-3201/PROD2668.jpg
PROD2427,Coat,L,Red,1171186.53,4.96,2024-05-14,0.19,Cloudy,Casual Hangout,Final Product 1602-3201/PROD2427.jpg
PROD5033,Jacket,XXL,Green,2508602.51,3.02,2021-01-23,0.73,Sunny,Casual Hangout,Final Product 1602-3201/PROD5033.jpg
PROD2405,Shirt,XXL,Green,1496226.17,4.04,2020-10-03,0.78,Rainy,Vacation,Final Product 1602-3201/PROD2405.jpg
PROD4146,Dress,XXL,Blue,650223.83,4.58,2021-04-26,0.64,Rainy,Vacation,Final Product 1602-3201/PROD4146.jpg
PROD3433,Jacket,XXL,Red,1525005.68,3.81,2024-03-04,0.84,Snowy,Vacation,Final Product 1602-3201/PROD3433.jpg
PROD4618,Dress,XL,White,1942064.0,3.95,2021-06-04,0.68,Sunny,Sports Event,Final Product 1602-3201/PROD4618.jpg
PROD1298,Coat,M,Blue,175404.61,3.77,2024-07-21,0.48,Rainy,Casual Hangout,Final Product 1602-3201/PROD1298.jpg
PROD3092,Coat,M,Yellow,1247102.47,4.98,2020-10-21,0.99,Sunny,Vacation,Final Product 1602-3201/PROD3092.jpg
PROD4353,Jacket,XL,Green,1094698.97,4.37,2021-03-02,0.77,Rainy,Casual Hangout,Final Product 1602-3201/PROD4353.jpg
PROD3229,Jacket,M,Green,1577801.95,3.15,2023-11-13,0.39,Cloudy,Vacation,Final Product 1602-3201/PROD3229.jpg
